text,label
"This is David from finance — I'm in back-to-back meetings and need you to handle a payment today. Nothing complicated, just swing by the tracking page to keep things moving. Thanks in advance for the quick turnaround.",phishing
"Your recent invoice from HDFC Bank could not be processed — a small discrepancy needs your attention. To avoid any interruption, complete the check at the tracking page at your earliest convenience. Appreciate you handling this discreetly.",phishing
Sharing the draft agenda for next week's product launch meeting. Let me know if the numbers in row 13 look right to you. Appreciate you being flexible on timing.,legitimate
"Congratulations! You've been selected to receive a refund of $9,999 from FedEx. To avoid any interruption, complete the check at this page at your earliest convenience. Appreciate you handling this discreetly.",phishing
I wanted to loop you in on where we landed with the team offsite discussion. Let's sync before Friday so we're aligned going into the review. Have a good rest of your day.,legitimate
"Our records show your subscription with IRCTC is about to lapse unless you update billing. To avoid any interruption, complete the check at this page at your earliest convenience. Reach out if anything looks off, but otherwise this should be routine.",phishing
"This is Priya from finance — I'm in back-to-back meetings and need you to handle a payment today. Nothing complicated, just swing by this form to keep things moving. Thanks in advance for the quick turnaround.",phishing
Reminder: the client proposal review is scheduled for Thursday at 3pm. Let me know if the numbers in row 9 look right to you. Let me know your thoughts whenever works.,legitimate
"Your package from Netflix is on hold pending an address confirmation. I've attached the details — the tracking page has the rest of the steps. Reach out if anything looks off, but otherwise this should be routine.",phishing
Congratulations! You've been selected to receive a refund of $56.30 from your HR department. I've attached the details — the attached document has the rest of the steps. This should only take a minute of your time.,phishing
